GRAND_ID,DAM_HGT_M,AREA_SKM,DEPTH_M,DIS_AVG_LS,DOR_PC,ELEV_MASL,CATCH_SKM,GDP_capita,Population,run_mm_syr,inu_pc_umn,sgr_dk_sav,clz_cl_smj,ari_ix_sav,ari_ix_uav,glc_cl_smj,pnv_cl_smj,for_pc_use,crp_pc_use,pst_pc_use,ire_pc_use,gla_pc_use,prm_pc_use,pac_pc_use,fmh_cl_smj,swc_pc_uyr,lit_cl_smj,ero_kh_uav,pop_ct_usu,ppd_pk_uav,urb_pc_use,hft_ix_u09,hdi_ix_sav
6469,35.0,0.35,12.6,20633,0.7,761,575,39002.22332,127503000,1232,12,293.0,11,221,221,4,8.0,81,4,0,5,0,0,26,5,100,7,5849,2301.594,258.724,15,167,900
6477,45.0,0.41,23.7,11392,2.7,303,276,39002.22332,127503000,1232,12,293.0,11,221,221,4,8.0,81,4,0,5,0,0,26,5,100,7,5849,2301.594,258.724,15,167,900
6480,32.0,0.18,24.4,45548,0.3,513,1315,39002.22332,127503000,1232,12,293.0,11,221,221,4,8.0,81,4,0,5,0,0,26,5,100,7,5849,2301.594,258.724,15,167,900
6492,53.0,0.45,65.3,74590,1.2,256,2207,39002.22332,127503000,1232,12,293.0,11,221,221,4,8.0,81,4,0,5,0,0,26,5,100,7,5849,2301.594,258.724,15,167,900
6580,52.0,11.49,18.5,5408,124.3,725,155,44648.709910000005,24585000,706,98,121.0,13,109,145,1,9.0,62,0,0,0,0,0,42,8,78,1,1098,6.5920000000000005,823.622,17,230,957
6622,44.0,2.29,19.0,8003,17.2,386,1355,44648.709910000005,24585000,191,1,246.0,11,109,108,1,3.0,77,1,21,1,0,0,47,7,76,3,2000,9.882,2.645,0,57,954
6623,162.0,18.02,51.1,6436,454.0,546,1092,44648.709910000005,24585000,191,1,246.0,11,109,108,1,3.0,77,1,21,1,0,0,47,7,76,3,2000,9.882,2.645,0,57,954
6625,86.0,1.28,41.3,2079,80.5,1135,333,44648.709910000005,24585000,191,1,246.0,11,109,108,1,3.0,77,1,21,1,0,0,47,7,76,3,2000,9.882,2.645,0,57,954
6627,67.0,0.34,82.6,1172,76.0,1200,156,44648.709910000005,24585000,222,2,170.0,11,94,94,1,3.0,70,2,22,2,0,0,27,7,70,9,1403,123.635,6.405,0,62,953
6629,116.0,121.46,39.5,2959,5143.9,1172,672,44648.709910000005,24585000,167,2,160.0,10,89,89,1,3.0,69,0,16,0,0,0,37,5,70,5,624,13.630999999999998,1.032,0,38,954
6630,18.0,2.64,10.1,6137,13.7,298,779,44648.709910000005,24585000,222,2,170.0,11,94,94,1,3.0,70,2,22,2,0,0,27,7,70,9,1403,123.635,6.405,0,62,953
6631,91.0,0.29,72.8,1020,65.6,1135,141,44648.709910000005,24585000,222,2,170.0,11,94,94,1,3.0,70,2,22,2,0,0,27,7,70,9,1403,123.635,6.405,0,62,953
6636,25.0,0.48,10.8,30360,0.5,331,3628,44648.709910000005,24585000,222,2,170.0,11,94,94,1,3.0,70,2,22,2,0,0,27,7,70,9,1403,123.635,6.405,0,62,953
6678,43.0,1.18,16.1,29014,2.1,67,782,44648.709910000005,24585000,779,46,169.0,10,163,119,1,9.0,99,1,1,0,0,0,36,5,82,4,36,0.16399999999999998,0.561,0,61,933
6679,84.0,5.87,30.7,28138,20.3,162,748,44648.709910000005,24585000,779,46,169.0,10,163,119,1,9.0,99,1,1,0,0,0,36,5,82,4,36,0.16399999999999998,0.561,0,61,933
6681,53.0,0.45,33.3,25679,1.9,391,713,44648.709910000005,24585000,779,46,169.0,10,163,119,1,9.0,99,1,1,0,0,0,36,5,82,4,36,0.16399999999999998,0.561,0,61,933
6683,122.0,15.49,41.4,137177,14.8,11,2662,44648.709910000005,24585000,779,46,169.0,10,163,119,1,9.0,99,1,1,0,0,0,36,5,82,4,36,0.16399999999999998,0.561,0,61,933
6685,89.0,3.76,25.8,37917,8.1,190,750,44648.709910000005,24585000,779,46,169.0,10,163,119,1,9.0,99,1,1,0,0,0,36,5,82,4,36,0.16399999999999998,0.561,0,61,933
6687,17.0,1.09,14.0,946,51.3,656,19,44648.709910000005,24585000,779,46,169.0,10,163,119,1,9.0,99,1,1,0,0,0,36,5,82,4,36,0.16399999999999998,0.561,0,61,933
6688,17.0,2.07,12.1,1045,75.9,765,32,44648.709910000005,24585000,779,46,169.0,10,163,119,1,9.0,99,1,1,0,0,0,36,5,82,4,36,0.16399999999999998,0.561,0,61,933
6689,19.0,34.83,20.8,1966,1169.4,840,103,44648.709910000005,24585000,779,46,169.0,10,163,119,1,9.0,99,1,1,0,0,0,36,5,82,4,36,0.16399999999999998,0.561,0,61,933
6690,20.0,5.68,8.1,489,298.3,650,21,44648.709910000005,24585000,779,46,169.0,10,163,119,1,9.0,99,1,1,0,0,0,36,5,82,4,36,0.16399999999999998,0.561,0,61,933
6691,10.0,3.38,7.7,290,284.3,650,12,44648.709910000005,24585000,779,46,169.0,10,163,119,1,9.0,99,1,1,0,0,0,36,5,82,4,36,0.16399999999999998,0.561,0,61,933
6693,15.0,5.8,8.6,4542,34.9,659,227,44648.709910000005,24585000,779,46,169.0,10,163,119,1,9.0,99,1,1,0,0,0,36,5,82,4,36,0.16399999999999998,0.561,0,61,933
6695,42.0,0.9,17.8,82320,0.6,129,2819,44648.709910000005,24585000,779,46,169.0,10,163,119,1,9.0,99,1,1,0,0,0,36,5,82,4,36,0.16399999999999998,0.561,0,61,933
6767,38.0,0.28,1.8,9121,0.2,106,276,36085.84278,4702000,938,64,111.0,11,171,118,16,10.0,25,0,28,0,0,0,16,5,85,5,282,0.395,1.379,0,97,915
6768,18.0,0.04,27.5,184,19.0,214,5,36085.84278,4702000,938,64,111.0,11,171,118,16,10.0,25,0,28,0,0,0,16,5,85,5,282,0.395,1.379,0,97,915
6773,13.0,1.2,5.8,70350,0.3,150,2433,36085.84278,4702000,933,3,139.0,10,171,171,4,3.0,66,1,26,1,0,0,26,5,96,12,197,9.087,2.957,0,55,915
6774,87.0,3.72,22.8,169655,1.6,197,6525,36085.84278,4702000,921,7,120.0,11,165,165,16,10.0,25,1,35,1,0,0,12,5,93,12,574,325.031,22.961,1,106,915
6776,49.0,7.19,18.5,136504,3.1,296,5100,36085.84278,4702000,921,7,120.0,11,165,165,16,10.0,25,1,35,1,0,0,12,5,93,12,574,325.031,22.961,1,106,915
6779,22.0,0.2,3.0,4056,0.5,433,153,36085.84278,4702000,921,7,120.0,11,165,165,16,10.0,25,1,35,1,0,0,12,5,93,12,574,325.031,22.961,1,106,915
6781,12.0,0.27,1.5,3466,0.4,516,130,36085.84278,4702000,921,7,120.0,11,165,165,16,10.0,25,1,35,1,0,0,12,5,93,12,574,325.031,22.961,1,106,915
6782,20.0,1.4,4.7,860,24.3,616,24,36085.84278,4702000,1111,2,162.0,11,193,193,6,9.0,36,0,32,0,0,0,34,5,96,5,807,45.193999999999996,6.579,0,65,915
6783,13.0,15.58,0.6,5857,5.4,568,147,36085.84278,4702000,921,7,120.0,11,165,165,16,10.0,25,1,35,1,0,0,12,5,93,12,574,325.031,22.961,1,106,915
6786,20.0,0.06,3.3,14243,0.0,861,336,36085.84278,4702000,921,7,120.0,11,165,165,16,10.0,25,1,35,1,0,0,12,5,93,12,574,325.031,22.961,1,106,915
6791,33.0,1.9,14.9,3138,28.6,817,72,36085.84278,4702000,1252,89,346.0,10,249,270,6,3.0,93,0,0,0,0,0,12,5,100,9,70,1.913,21.182,0,143,915
6796,12.0,94.19,9.3,79828,34.8,713,1451,36085.84278,4702000,1180,6,429.0,10,184,185,13,10.0,1,0,67,2,3,0,29,5,83,5,12593,5.398,0.467,0,56,915
6798,42.0,4.07,12.0,82213,1.9,440,1437,36085.84278,4702000,1180,6,429.0,10,184,185,13,10.0,1,0,67,2,3,0,29,5,83,5,12593,5.398,0.467,0,56,915
6800,32.0,147.87,14.7,78890,87.6,359,1392,36085.84278,4702000,1079,5,438.0,10,176,176,13,10.0,8,1,68,2,1,0,28,5,86,8,5481,54.148,3.003,0,74,915
6812,24.0,332.56,3.5,227640,16.1,211,3091,36085.84278,4702000,1870,7,432.0,10,220,220,13,10.0,35,2,34,0,0,0,73,5,97,2,2922,5.209,0.706,0,42,915
6815,13.0,132.46,3.5,316904,4.7,182,4503,36085.84278,4702000,1870,7,432.0,10,220,220,13,10.0,35,2,34,0,0,0,73,5,97,2,2922,5.209,0.706,0,42,915
6816,34.0,14.33,17.0,4654,165.6,382,320,36085.84278,4702000,393,48,143.0,10,90,71,16,10.0,50,1,29,12,0,0,0,5,64,8,18,0.098,5.236000000000001,0,158,915
