GRAND_ID,DAM_HGT_M,AREA_SKM,DEPTH_M,DIS_AVG_LS,DOR_PC,ELEV_MASL,CATCH_SKM,GDP_capita,Population,run_mm_syr,inu_pc_umn,sgr_dk_sav,clz_cl_smj,ari_ix_sav,ari_ix_uav,glc_cl_smj,pnv_cl_smj,for_pc_use,crp_pc_use,pst_pc_use,ire_pc_use,gla_pc_use,prm_pc_use,pac_pc_use,fmh_cl_smj,swc_pc_uyr,lit_cl_smj,ero_kh_uav,pop_ct_usu,ppd_pk_uav,urb_pc_use,hft_ix_u09,hdi_ix_sav
3777,30.0,1.11,9.0,13496,2.3,357,1234,27216.444880000003,37953000,220,0,48.0,8,95,95,16,5.0,52,28,12,0,0,0,47,7,81,1,332,631.184,74.874,3,134,816
3780,82.0,16.14,29.4,12851,117.0,415,1172,27216.444880000003,37953000,220,0,48.0,8,95,95,16,5.0,52,28,12,0,0,0,47,7,81,1,332,631.184,74.874,3,134,816
3786,100.0,3.05,41.7,4885,82.6,371,1135,32605.90633,10641000,166,1,62.0,8,83,83,16,5.0,31,53,10,3,0,0,11,6,73,1,919,3142.605,118.51700000000001,5,184,879
3787,33.0,4.68,7.7,118832,1.0,276,7835,30155.15212,5448000,260,1,95.0,8,105,105,16,5.0,51,35,15,6,0,0,27,6,80,1,725,2473.334,127.45299999999999,7,157,845
3788,49.0,0.37,46.2,4944,11.0,304,1152,32605.90633,10641000,166,1,62.0,8,83,83,16,5.0,31,53,10,3,0,0,11,6,73,1,919,3142.605,118.51700000000001,5,184,879
3789,13.0,1.35,7.3,26921,1.2,515,1529,30155.15212,5448000,260,1,95.0,8,105,105,16,5.0,51,35,15,6,0,0,27,6,80,1,725,2473.334,127.45299999999999,7,157,845
3798,80.0,75.13,39.9,254098,37.4,79,40564,7894.392926,44488000,100,1,52.0,8,78,88,16,4.0,17,51,7,1,0,0,9,7,76,5,1101,4462.479,83.523,3,132,736
3799,69.0,1.91,38.2,7266,31.9,479,884,45436.68582,8820000,577,1,179.0,7,132,141,4,5.0,57,23,20,1,0,1,26,6,91,5,1562,15182.663999999999,146.668,6,166,892
3823,29.0,4.64,14.1,23619,8.8,195,1766,23313.19934,19654000,130,1,46.0,9,68,68,16,9.0,19,49,19,2,0,0,6,7,60,1,653,1776.035,65.577,2,153,808
3824,127.0,19.84,62.0,47731,81.7,483,4060,23313.19934,19654000,284,0,163.0,7,98,98,4,8.0,83,10,13,0,0,0,8,7,80,8,621,497.226,72.02600000000001,2,100,787
3826,27.0,1.63,6.1,56836,0.6,329,5330,23313.19934,19654000,284,0,163.0,7,98,98,4,8.0,83,10,13,0,0,0,8,7,80,8,621,497.226,72.02600000000001,2,100,787
3828,120.0,1.67,67.1,1751,202.8,837,154,23313.19934,19654000,130,1,46.0,9,68,68,16,9.0,19,49,19,2,0,0,6,7,60,1,653,1776.035,65.577,2,153,808
3830,97.0,1.36,54.4,5740,40.9,533,480,23313.19934,19654000,220,0,81.0,8,83,83,16,5.0,39,28,39,0,0,0,9,7,70,3,1661,506.749,135.006,4,139,794
3831,20.0,1.02,8.5,65145,0.4,204,6685,23313.19934,19654000,284,0,163.0,7,98,98,4,8.0,83,10,13,0,0,0,8,7,80,8,621,497.226,72.02600000000001,2,100,787
3832,88.0,0.63,25.7,416,123.5,1083,30,45436.68582,8820000,378,1,163.0,10,128,171,2,5.0,76,11,25,0,0,2,23,6,96,8,2770,1262.395,75.721,3,134,869
3833,92.0,4.15,54.2,3862,184.7,945,325,23313.19934,19654000,220,0,81.0,8,83,83,16,5.0,39,28,39,0,0,0,9,7,70,3,1661,506.749,135.006,4,139,794
3834,34.0,1.0,14.2,231576,0.2,331,12775,31400.83951,2076000,378,1,163.0,10,128,171,2,5.0,76,11,25,0,0,2,23,6,96,8,2770,1262.395,75.721,3,134,869
3835,33.0,1.53,12.6,233633,0.3,359,12920,31400.83951,2076000,378,1,163.0,10,128,171,2,5.0,76,11,25,0,0,2,23,6,96,8,2770,1262.395,75.721,3,134,869
3838,24.0,5.58,7.1,166474,0.8,136,19474,23313.19934,19654000,128,0,75.0,8,61,86,16,5.0,54,27,18,1,0,0,5,7,73,3,1013,1785.315,87.473,3,131,785
3839,29.0,11.82,8.8,166296,2.0,122,19929,23313.19934,19654000,128,0,75.0,8,61,86,16,5.0,54,27,18,1,0,0,5,7,73,3,1013,1785.315,87.473,3,131,785
3846,20.0,1.15,3.7,70085,0.2,407,9865,23313.19934,19654000,229,1,125.0,8,81,81,16,5.0,49,31,27,2,0,0,3,7,68,3,1084,1905.283,79.60600000000001,2,129,800
3847,20.0,2.06,3.5,73741,0.3,399,10161,23313.19934,19654000,229,1,125.0,8,81,81,16,5.0,49,31,27,2,0,0,3,7,68,3,1084,1905.283,79.60600000000001,2,129,800
3848,22.0,1.49,3.5,77663,0.2,388,10532,23313.19934,19654000,229,1,125.0,8,81,81,16,5.0,49,31,27,2,0,0,3,7,68,3,1084,1905.283,79.60600000000001,2,129,800
3849,23.0,2.55,4.2,79670,0.4,378,10713,23313.19934,19654000,229,1,125.0,8,81,81,16,5.0,49,31,27,2,0,0,3,7,68,3,1084,1905.283,79.60600000000001,2,129,800
3853,91.0,1.49,91.3,1584,272.3,1272,184,23313.19934,19654000,224,0,192.0,8,87,82,2,5.0,49,27,33,0,0,0,3,7,70,8,1689,1378.058,64.89399999999999,2,134,803
3856,121.0,4.61,73.8,1349,799.2,1266,161,23313.19934,19654000,229,1,125.0,8,81,81,16,5.0,49,31,27,2,0,0,3,7,68,3,1084,1905.283,79.60600000000001,2,129,800
3857,125.0,0.63,152.4,1555,195.8,587,209,23313.19934,19654000,125,1,63.0,9,74,102,16,9.0,43,33,18,1,0,0,14,7,77,3,1337,54570.863,107.499,4,152,795
3858,166.0,5.32,88.2,2702,550.4,813,284,23313.19934,19654000,245,2,68.0,9,73,73,16,5.0,32,52,12,4,0,0,3,7,62,3,999,3305.1259999999997,265.297,7,165,796
3859,168.0,4.1,51.2,1709,389.6,978,225,23313.19934,19654000,207,0,262.0,8,109,109,2,5.0,66,21,33,0,0,0,78,7,81,8,786,55.423,28.608,1,98,809
3862,29.0,2.38,4.7,121337,0.3,252,15242,23313.19934,19654000,229,1,125.0,8,81,81,16,5.0,49,31,27,2,0,0,3,7,68,3,1084,1905.283,79.60600000000001,2,129,800
3864,34.0,2.95,6.4,122191,0.5,236,15332,23313.19934,19654000,229,1,125.0,8,81,81,16,5.0,49,31,27,2,0,0,3,7,68,3,1084,1905.283,79.60600000000001,2,129,800
3865,29.0,1.48,9.0,5653,7.5,379,637,23313.19934,19654000,245,2,68.0,9,73,73,16,5.0,32,52,12,4,0,0,3,7,62,3,999,3305.1259999999997,265.297,7,165,796
3866,29.0,2.06,2.2,125037,0.1,225,15675,23313.19934,19654000,229,1,125.0,8,81,81,16,5.0,49,31,27,2,0,0,3,7,68,3,1084,1905.283,79.60600000000001,2,129,800
3868,26.0,4.08,4.5,125931,0.5,207,15775,23313.19934,19654000,229,1,125.0,8,81,81,16,5.0,49,31,27,2,0,0,3,7,68,3,1084,1905.283,79.60600000000001,2,129,800
3870,58.0,0.28,56.4,3287,15.2,244,467,23313.19934,19654000,126,1,130.0,9,80,100,2,5.0,42,33,19,1,0,0,14,7,76,3,1346,58614.043,104.906,4,150,791
3871,33.0,8.45,7.1,134832,1.4,189,16910,23313.19934,19654000,229,1,125.0,8,81,81,16,5.0,49,31,27,2,0,0,3,7,68,3,1084,1905.283,79.60600000000001,2,129,800
3873,34.0,4.63,5.4,137657,0.6,177,17305,23313.19934,19654000,229,1,125.0,8,81,81,16,5.0,49,31,27,2,0,0,3,7,68,3,1084,1905.283,79.60600000000001,2,129,800
3877,30.0,10.86,4.6,138719,1.1,162,17479,23313.19934,19654000,229,1,125.0,8,81,81,16,5.0,49,31,27,2,0,0,3,7,68,3,1084,1905.283,79.60600000000001,2,129,800
3879,32.0,12.17,3.3,140460,0.9,144,17779,23313.19934,19654000,229,1,125.0,8,81,81,16,5.0,49,31,27,2,0,0,3,7,68,3,1084,1905.283,79.60600000000001,2,129,800
3880,60.0,118.58,21.5,5506185,1.5,59,560682,23313.19934,19654000,126,1,130.0,9,80,100,2,5.0,42,33,19,1,0,0,14,7,76,3,1346,58614.043,104.906,4,150,791
3883,33.0,23.18,9.7,143262,5.0,130,18294,23313.19934,19654000,229,1,125.0,8,81,81,16,5.0,49,31,27,2,0,0,3,7,68,3,1084,1905.283,79.60600000000001,2,129,800
3885,31.0,8.91,4.9,145734,0.9,114,18808,23313.19934,19654000,229,1,125.0,8,81,81,16,5.0,49,31,27,2,0,0,3,7,68,3,1084,1905.283,79.60600000000001,2,129,800
3886,26.0,5.51,3.5,145985,0.4,105,18881,23313.19934,19654000,229,1,125.0,8,81,81,16,5.0,49,31,27,2,0,0,3,7,68,3,1084,1905.283,79.60600000000001,2,129,800
3888,42.0,7.91,11.3,314119,0.9,151,16536,14048.880640000001,8830000,584,0,323.0,7,129,129,16,5.0,43,22,15,0,0,0,2,7,88,6,3891,771.172,41.053000000000004,1,102,776
3891,54.0,87.31,9.9,5526724,0.5,36,562362,23313.19934,19654000,126,1,130.0,9,80,100,2,5.0,42,33,19,1,0,0,14,7,76,3,1346,58614.043,104.906,4,150,791
3894,31.0,16.83,6.5,147685,2.4,90,19321,23313.19934,19654000,229,1,125.0,8,81,81,16,5.0,49,31,27,2,0,0,3,7,68,3,1084,1905.283,79.60600000000001,2,129,800
3898,90.0,4.32,78.7,293215,3.7,254,13815,14048.880640000001,8830000,584,0,323.0,7,129,129,16,5.0,43,22,15,0,0,0,2,7,88,6,3891,771.172,41.053000000000004,1,102,776
3901,31.0,0.95,19.5,26341,2.2,279,3197,14048.880640000001,8830000,238,0,130.0,10,102,102,16,5.0,17,31,10,0,0,0,4,7,83,5,1484,397.20099999999996,83.743,3,126,776
3903,131.0,1.42,119.7,448,1203.3,845,45,14048.880640000001,8830000,584,0,323.0,7,129,129,16,5.0,43,22,15,0,0,0,2,7,88,6,3891,771.172,41.053000000000004,1,102,776
3908,67.0,15.02,37.6,8995,199.3,347,409,22669.79655,4183000,747,1,222.0,7,142,122,16,8.0,4,49,39,0,0,0,2,5,83,6,5923,65.476,49.175,1,146,775
3909,103.0,11.18,43.6,6322,244.3,565,225,11713.89478,3352000,945,3,382.0,7,142,141,16,5.0,25,24,24,0,0,0,0,5,87,6,10429,313.20599999999996,52.928999999999995,2,129,754
3910,80.0,8.66,18.6,288498,1.8,319,12583,11713.89478,3352000,584,0,323.0,7,129,129,16,5.0,43,22,15,0,0,0,2,7,88,6,3891,771.172,41.053000000000004,1,102,776
3912,85.0,10.44,3.0,70255,1.4,266,2303,11713.89478,3352000,945,3,382.0,7,142,141,16,5.0,25,24,24,0,0,0,0,5,87,6,10429,313.20599999999996,52.928999999999995,2,129,754
3916,82.0,5.15,48.5,12166,65.2,871,1035,14048.880640000001,8830000,584,0,323.0,7,129,129,16,5.0,43,22,15,0,0,0,2,7,88,6,3891,771.172,41.053000000000004,1,102,776
3918,70.0,1.75,38.9,90774,2.4,120,2880,11713.89478,3352000,945,3,382.0,7,142,141,16,5.0,25,24,24,0,0,0,0,5,87,6,10429,313.20599999999996,52.928999999999995,2,129,754
3920,110.0,2.4,87.5,9226,72.2,972,789,14048.880640000001,8830000,584,0,323.0,7,129,129,16,5.0,43,22,15,0,0,0,2,7,88,6,3891,771.172,41.053000000000004,1,102,776
3928,86.0,2.92,58.2,2871,187.8,600,549,14048.880640000001,8830000,171,0,163.0,8,70,70,2,5.0,53,22,26,0,0,0,5,7,63,6,1579,1181.697,75.836,2,121,781
3930,66.0,6.82,32.3,9141,76.3,189,1495,18563.30662,7102000,140,1,62.0,9,63,96,16,9.0,41,34,19,1,0,0,13,7,74,3,1411,65639.914,100.867,4,148,780
3937,107.0,8.5,43.5,14619,80.3,688,1038,14048.880640000001,8830000,482,0,261.0,7,131,131,16,5.0,58,17,17,0,0,0,0,7,89,6,2578,60.48,50.641999999999996,2,100,786
3944,34.0,10.77,15.5,295,1795.1,1220,57,14048.880640000001,8830000,171,0,163.0,8,70,70,2,5.0,53,22,26,0,0,0,5,7,63,6,1579,1181.697,75.836,2,121,781
3945,123.0,22.38,57.2,9938,408.4,390,241,11713.89478,3352000,1281,1,307.0,10,152,145,16,5.0,22,26,28,0,0,0,0,5,85,6,15368,30.638,31.746,1,140,780
3951,44.0,9.17,12.2,4927,72.1,387,860,18563.30662,7102000,131,0,102.0,9,66,66,16,9.0,23,41,15,1,0,0,13,5,60,6,1099,440.07,51.321999999999996,2,124,773
3960,22.0,7.42,6.1,591,241.4,136,261,18563.30662,7102000,106,0,55.0,9,59,59,16,8.0,7,47,11,3,0,0,5,5,54,3,1242,241.063,71.508,2,141,773
3962,167.0,39.31,68.7,203580,42.1,285,10781,11803.43059,2884000,810,9,401.0,10,133,132,16,5.0,27,28,19,8,0,0,10,5,84,3,10234,1564.93,93.294,4,121,776
3964,98.0,1.71,84.2,134,3407.6,1896,18,18563.30662,7102000,170,1,177.0,9,70,70,16,5.0,38,27,14,4,0,0,14,5,61,3,1196,1144.863,74.923,2,121,789
3965,12.0,3.54,5.8,857,75.5,107,340,18563.30662,7102000,106,0,55.0,9,59,59,16,8.0,7,47,11,3,0,0,5,5,54,3,1242,241.063,71.508,2,141,773
3967,133.0,7.15,62.9,255527,5.6,157,12276,11803.43059,2884000,810,9,401.0,10,133,132,16,5.0,27,28,19,8,0,0,10,5,84,3,10234,1564.93,93.294,4,121,776
3968,60.0,15.78,31.7,271307,5.8,68,12613,11803.43059,2884000,810,9,401.0,10,133,132,16,5.0,27,28,19,8,0,0,10,5,84,3,10234,1564.93,93.294,4,121,776
3971,92.0,3.88,32.7,7460,54.0,498,1122,13111.21357,2082000,241,2,223.0,9,63,63,16,5.0,27,27,24,6,0,0,5,5,56,8,3281,2003.14,81.633,4,123,818
3972,145.0,2.77,81.6,5235,136.9,544,1453,18563.30662,7102000,170,1,177.0,9,70,70,16,5.0,38,27,14,4,0,0,14,5,61,3,1196,1144.863,74.923,2,121,789
3975,126.0,12.63,51.5,23931,86.1,429,1802,13111.21357,2082000,241,2,223.0,9,63,63,16,5.0,27,27,24,6,0,0,5,5,56,8,3281,2003.14,81.633,4,123,818
3980,62.0,10.41,34.3,1640,690.3,1217,92,13111.21357,2082000,810,9,401.0,10,133,132,16,5.0,27,28,19,8,0,0,10,5,84,3,10234,1564.93,93.294,4,121,776
3982,66.0,8.67,27.7,28952,26.3,122,1192,11803.43059,2884000,712,100,264.0,11,123,96,16,8.0,0,27,18,0,0,0,0,5,73,3,12,0.11900000000000001,57.246,0,113,764
3983,61.0,20.04,22.4,1241,1148.0,1215,247,18563.30662,7102000,203,90,227.0,11,66,55,16,8.0,23,4,1,11,0,0,100,5,53,8,21,0.009000000000000001,6.972,0,66,835
3984,104.0,12.1,44.0,10906,154.9,326,1903,18563.30662,7102000,202,1,134.0,9,67,67,16,8.0,45,10,25,3,0,0,4,5,60,8,2689,241.71200000000002,43.571999999999996,2,96,787
3985,68.0,21.51,22.7,24075,64.4,227,3726,18563.30662,7102000,202,1,134.0,9,67,67,16,8.0,45,10,25,3,0,0,4,5,60,8,2689,241.71200000000002,43.571999999999996,2,96,787
3986,73.0,12.35,15.2,34919,17.1,133,5126,18563.30662,7102000,202,1,134.0,9,67,67,16,8.0,45,10,25,3,0,0,4,5,60,8,2689,241.71200000000002,43.571999999999996,2,96,787
3988,112.0,10.12,51.4,54506,30.3,574,2836,13111.21357,2082000,810,9,401.0,10,133,132,16,5.0,27,28,19,8,0,0,10,5,84,3,10234,1564.93,93.294,4,121,776
3991,170.0,4.32,163.2,27131,82.4,363,4239,24574.38248,10569000,203,90,227.0,11,66,55,16,8.0,23,4,1,11,0,0,100,5,53,8,21,0.009000000000000001,6.972,0,66,835
3992,95.0,1.63,44.8,29817,7.8,233,4649,24574.38248,10569000,203,90,227.0,11,66,55,16,8.0,23,4,1,11,0,0,100,5,53,8,21,0.009000000000000001,6.972,0,66,835
3993,90.0,1.48,39.2,29232,6.3,696,1703,13111.21357,2082000,810,9,401.0,10,133,132,16,5.0,27,28,19,8,0,0,10,5,84,3,10234,1564.93,93.294,4,121,776
3995,76.0,2.98,3.8,1695,21.0,726,149,13111.21357,2082000,241,2,223.0,9,63,63,16,5.0,27,27,24,6,0,0,5,5,56,8,3281,2003.14,81.633,4,123,818
4007,52.0,1.9,28.9,53406,3.3,86,6089,24574.38248,10569000,306,2,193.0,9,68,68,16,11.0,20,38,4,10,0,0,17,5,61,6,6502,227.90599999999998,34.501999999999995,1,116,851
4008,82.0,2.94,33.7,53514,5.9,151,6023,24574.38248,10569000,306,2,193.0,9,68,68,16,11.0,20,38,4,10,0,0,17,5,61,6,6502,227.90599999999998,34.501999999999995,1,116,851
4009,112.0,56.22,39.9,53258,133.6,289,5844,24574.38248,10569000,306,2,193.0,9,68,68,16,11.0,20,38,4,10,0,0,17,5,61,6,6502,227.90599999999998,34.501999999999995,1,116,851
4018,55.0,5.33,22.8,2084,184.9,1142,152,35220.08379,60674000,404,97,280.0,11,91,51,16,8.0,0,12,3,50,0,0,0,5,50,6,139,0.35700000000000004,6.093,0,182,862
4021,83.0,19.71,20.3,2033,623.9,826,154,24574.38248,10569000,353,24,253.0,11,74,41,12,11.0,91,0,5,5,0,0,16,5,40,6,387,6.379,12.100999999999999,0,138,850
4022,107.0,14.65,49.8,36160,64.0,112,1809,24574.38248,10569000,353,24,253.0,11,74,41,12,11.0,91,0,5,5,0,0,16,5,40,6,387,6.379,12.100999999999999,0,138,850
4025,71.0,0.67,60.1,454,281.5,1105,32,35220.08379,60674000,404,97,280.0,11,91,51,16,8.0,0,12,3,50,0,0,0,5,50,6,139,0.35700000000000004,6.093,0,182,862
4026,160.0,62.54,76.0,56912,264.7,267,3681,24574.38248,10569000,353,24,253.0,11,74,41,12,11.0,91,0,5,5,0,0,16,5,40,6,387,6.379,12.100999999999999,0,138,850
4028,96.0,20.21,47.0,68207,44.2,95,4358,24574.38248,10569000,353,24,253.0,11,74,41,12,11.0,91,0,5,5,0,0,16,5,40,6,387,6.379,12.100999999999999,0,138,850
4029,26.0,7.14,11.2,69511,3.6,61,4434,24574.38248,10569000,353,24,253.0,11,74,41,12,11.0,91,0,5,5,0,0,16,5,40,6,387,6.379,12.100999999999999,0,138,850
4037,58.0,1.81,27.1,12526,12.4,431,796,24574.38248,10569000,353,24,253.0,11,74,41,12,11.0,91,0,5,5,0,0,16,5,40,6,387,6.379,12.100999999999999,0,138,850
4042,15.0,0.44,3.4,63911,0.1,1489,7457,4881.405744,5111000,287,28,284.0,18,91,95,1,9.0,38,18,10,1,0,0,10,1,72,8,30807,6272.6140000000005,371.212,15,96,428
4045,73.0,225.78,12.3,129550,67.8,1338,17176,4881.405744,5111000,230,1,69.0,14,71,71,2,2.0,95,8,16,0,0,0,8,10,58,8,779,596.053,18.043,1,62,436
4046,19.0,3.2,8.8,73066,1.2,987,12733,4881.405744,5111000,222,1,88.0,14,63,63,3,2.0,62,9,22,0,0,0,35,10,53,8,1287,1306.015,24.721,1,54,435
4047,13.0,179.64,7.1,72230,55.6,1121,12620,4881.405744,5111000,222,1,88.0,14,63,63,3,2.0,62,9,22,0,0,0,35,10,53,8,1287,1306.015,24.721,1,54,435
4051,47.0,27.78,1.5,20362,6.4,1057,4356,3689.250826,16854000,138,0,66.0,14,54,54,16,9.0,31,4,35,0,0,0,18,10,46,8,3284,333.105,37.121,1,67,579
4054,70.0,328.54,17.3,556047,32.5,1029,106966,3689.250826,16854000,82,1,32.0,14,50,63,3,9.0,81,7,32,0,0,0,49,10,51,8,992,2745.8920000000003,25.304000000000002,1,51,579
4055,53.0,12.95,60.6,485222,5.1,945,153294,3689.250826,16854000,105,2,91.0,13,45,58,3,9.0,64,6,31,0,0,0,46,10,48,8,1640,5032.746,32.168,1,56,579
4222,55.0,0.14,42.9,161,118.2,1776,29,2851.1527539999997,2092000,41,1,76.0,11,48,48,12,10.0,1,16,67,1,0,0,1,6,42,3,9950,1326.256,60.398,3,103,618
4346,43.0,22.3,20.2,2470,579.0,143,214,24765.95363,145530000,377,92,114.0,6,143,139,12,6.0,0,0,0,0,0,0,0,11,93,9,299,0.36200000000000004,1.996,0,51,799
4349,30.0,585.33,19.7,204473,178.7,68,17412,24765.95363,145530000,335,9,85.0,6,140,140,4,6.0,43,0,0,0,0,3,16,11,93,8,77,230.41,9.388,0,27,806
4357,28.0,17.64,6.7,650201,0.6,23,62331,24765.95363,145530000,287,31,56.0,7,120,120,6,6.0,73,2,2,0,0,0,7,1,88,1,7,424.356,7.446000000000001,0,27,782
4362,28.0,215.25,5.4,296248,12.5,117,40929,24765.95363,145530000,212,2,9.0,7,97,101,6,4.0,64,21,11,0,0,0,12,7,85,6,45,1028.224,26.01,1,85,767
4363,32.0,1325.39,6.6,1460197,18.9,79,230390,24765.95363,145530000,181,5,20.0,7,96,102,4,8.0,68,17,8,0,0,0,8,7,85,5,30,5220.117,23.331,1,64,777
4369,40.0,470.09,5.3,1515791,5.2,87,342555,7894.392926,44488000,78,6,18.0,8,77,85,16,9.0,29,39,13,1,0,0,4,7,77,5,243,19628.23,55.148,2,121,743
4371,33.0,1849.09,7.3,1618834,26.5,77,388064,7894.392926,44488000,113,7,21.0,8,68,85,16,9.0,27,41,13,1,0,0,4,7,76,5,266,20735.039,54.345,2,122,743
4373,35.0,506.72,4.9,1773703,4.4,62,440022,7894.392926,44488000,83,7,23.0,8,66,83,16,10.0,25,44,13,1,0,0,4,7,75,5,304,23570.656000000003,54.485,2,125,743
4374,62.0,131.5,25.2,1606664,6.6,48,469069,7894.392926,44488000,64,7,39.0,9,59,82,16,10.0,23,46,13,1,0,0,4,7,74,5,338,26721.827999999998,58.17,2,127,743
4375,41.0,2253.94,10.6,668805,113.8,30,253931,24765.95363,145530000,54,2,23.0,9,53,64,16,10.0,3,64,21,1,0,0,3,7,60,5,476,6958.955,27.383000000000003,1,131,784
4376,37.0,2092.3,8.7,1499857,38.4,13,487441,7894.392926,44488000,31,7,17.0,9,48,81,16,10.0,22,47,13,2,0,0,4,7,73,5,350,27760.904,57.964,2,128,743
4378,33.0,9.68,11.4,3173,109.9,214,903,24765.95363,145530000,84,1,44.0,9,54,54,16,10.0,2,79,18,5,0,0,1,7,50,5,1537,599.271,41.361000000000004,1,143,773
4381,272.0,4.85,226.8,104659,33.3,426,3132,9745.078904,4009000,1047,2,755.0,6,151,151,2,13.0,49,7,45,0,6,15,0,5,97,10,4675,144.632,35.989000000000004,3,94,769
4382,52.0,0.65,61.5,108559,1.2,199,3500,9745.078904,4009000,886,2,438.0,7,127,127,2,5.0,52,13,23,3,0,2,3,5,89,3,2067,756.7869999999999,56.255,3,105,769
4384,32.0,21.84,14.3,7705,128.4,1510,1028,9745.078904,4009000,173,0,294.0,7,74,74,16,5.0,9,22,30,10,0,0,2,7,62,10,2353,440.904,52.924,2,111,757
4485,25.0,179.62,3.6,17468,118.0,2227,1333,1729.926639,106400000,444,3,181.0,11,85,85,16,9.0,0,4,4,2,0,0,0,3,59,3,16430,334.861,104.506,3,112,448
4491,155.0,66.1,24.9,27658,188.6,1132,5942,2993.028448,50221000,109,1,122.0,17,33,33,16,11.0,1,21,36,0,0,0,12,1,27,8,9673,909.319,39.162,1,66,548
4493,112.0,11.35,51.5,108258,17.1,638,11950,2993.028448,50221000,147,1,129.0,17,44,44,13,12.0,22,6,36,1,0,0,21,8,34,8,6364,5031.733,124.495,10,88,555
4495,30.0,2.55,7.8,95141,0.7,923,9602,2993.028448,50221000,147,1,129.0,17,44,44,13,12.0,22,6,36,1,0,0,21,8,34,8,6364,5031.733,124.495,10,88,555
4496,56.0,8.71,17.2,94544,5.0,990,9509,2993.028448,50221000,147,1,129.0,17,44,44,13,12.0,22,6,36,1,0,0,21,8,34,8,6364,5031.733,124.495,10,88,555
4497,24.0,2.1,7.6,96249,0.5,780,9795,2993.028448,50221000,147,1,129.0,17,44,44,13,12.0,22,6,36,1,0,0,21,8,34,8,6364,5031.733,124.495,10,88,555
4500,42.0,110.07,10.3,73228,49.1,670,13267,2683.304024,54660000,89,2,112.0,13,38,48,13,9.0,15,14,50,3,0,0,18,8,40,8,5950,2490.379,128.97799999999998,9,90,531
4501,45.0,443.68,7.2,103314,98.2,728,69840,2683.304024,54660000,125,2,156.0,13,60,49,13,9.0,19,4,42,0,0,0,55,8,41,8,6095,2024.119,23.613000000000003,1,62,531
4502,40.0,5.57,29.6,114772,4.6,458,81583,2683.304024,54660000,125,2,156.0,13,60,49,13,9.0,19,4,42,0,0,0,55,8,41,8,6095,2024.119,23.613000000000003,1,62,531
4539,75.0,120.42,12.8,56867,85.9,622,2869,1136.102564,28649000,362,1,95.0,13,61,61,2,9.0,91,4,43,1,0,0,3,8,50,8,4647,1330.2479999999998,46.653,1,81,430
4602,45.0,1.6,15.0,4555,16.7,1018,594,7738.974566,1125000,189,0,106.0,11,70,70,2,9.0,78,11,57,1,0,0,7,6,58,3,7635,526.045,61.449,3,107,609
4623,37.0,1584.87,7.7,1633770,23.7,102,166876,24765.95363,145530000,257,2,32.0,7,102,114,6,4.0,85,7,2,0,0,2,6,7,87,5,34,3048.2990000000004,18.198,1,46,795
4624,44.0,841.72,11.2,1745424,17.1,82,182789,24765.95363,145530000,248,3,23.0,7,91,113,20,4.0,83,9,3,0,0,1,6,7,87,1,34,3289.203,18.522000000000002,1,48,795
4625,42.0,1009.18,12.7,3313150,12.3,62,605998,24765.95363,145530000,119,3,28.0,8,88,95,16,4.0,51,29,11,0,0,0,7,7,82,1,135,36172.219,60.75,2,98,776
4626,36.0,737.63,18.7,3169467,13.8,57,368550,24765.95363,145530000,289,3,31.0,8,83,96,16,4.0,64,21,8,0,0,1,7,7,80,5,90,9861.871,27.548000000000002,1,73,830
4627,53.0,82.31,17.1,384869,11.6,120,46766,24765.95363,145530000,309,1,42.0,8,81,87,2,4.0,67,14,7,0,0,0,7,7,80,5,69,1523.2520000000002,29.39,1,70,800
4628,45.0,5060.1,11.5,7739459,23.8,29,1205909,24765.95363,145530000,128,3,46.0,8,75,95,16,9.0,54,28,10,0,0,0,7,7,81,1,129,54105.691,45.693000000000005,2,90,794
4629,40.0,1073.41,12.0,8035998,5.1,24,1289567,24765.95363,145530000,117,3,34.0,8,67,93,16,10.0,51,30,11,0,0,0,7,7,80,5,139,56353.187999999995,45.006,2,92,791
4630,49.0,222.5,14.7,64559,160.1,241,36788,24765.95363,145530000,40,1,50.0,8,40,51,16,10.0,10,47,32,0,0,0,1,7,49,5,401,840.419,23.386,1,106,809
4631,38.0,2.78,39.6,81865,4.3,93,13284,24765.95363,145530000,207,0,479.0,7,103,103,16,13.0,17,10,55,0,0,10,30,4,82,3,7465,559.614,40.025999999999996,1,120,769
4632,233.0,30.18,92.1,81726,107.9,338,12865,24765.95363,145530000,207,0,479.0,7,103,103,16,13.0,17,10,55,0,0,10,30,4,82,3,7465,559.614,40.025999999999996,1,120,769
4634,80.0,415.51,38.5,473331,107.2,71,61374,15847.41883,9845000,78,2,162.0,11,48,69,12,12.0,16,21,28,13,0,1,7,7,58,5,2465,6098.878000000001,73.578,3,114,759
4636,87.0,6.83,40.6,2602,337.6,2080,515,8787.579940000001,2945000,98,3,400.0,8,47,49,12,10.0,2,26,42,9,0,0,11,7,43,6,2533,5153.947,66.199,2,104,761
4637,69.0,2.91,33.0,1933,157.5,1632,382,8787.579940000001,2945000,98,3,400.0,8,47,49,12,10.0,2,26,42,9,0,0,11,7,43,6,2533,5153.947,66.199,2,104,761
4656,177.0,6.13,37.5,361031,2.0,329,28370,19082.6196,80674000,399,11,284.0,16,22,21,12,12.0,5,14,68,7,0,0,5,7,21,6,4592,1673.872,45.871,1,108,774
